tar_file,sample_id,slice_idx,feature_dice,feature_distance
Water-bilayer-K-6_val_2.tar,45,3,0.8102643856920683,0.18973561430793173
Water-bilayer-K-6_val_2.tar,45,4,0.6149959397275105,0.38500406027248946
Water-bilayer-K-6_val_2.tar,45,5,0.6492825951341235,0.35071740486587655
Water-bilayer-K-6_val_2.tar,45,6,0.7059456550981974,0.2940543449018026
Water-bilayer-K-6_val_2.tar,45,7,0.729940275253181,0.27005972474681905
Water-bilayer-K-6_val_2.tar,45,8,0.7959932711423764,0.2040067288576236
Water-bilayer-K-6_val_2.tar,45,9,0.7978778467908901,0.20212215320910987
Water-bilayer-K-6_val_2.tar,45,10,0.7228136882129277,0.2771863117870723
Water-bilayer-K-6_val_2.tar,45,11,0.7787443267776096,0.22125567322239037
Water-bilayer-K-6_val_2.tar,45,12,0.7993733794295592,0.20062662057044078
Water-bilayer-K-6_val_2.tar,45,13,0.8424137750562621,0.15758622494373786
Water-bilayer-K-6_val_2.tar,45,14,0.8289834099953486,0.17101659000465141
Water-bilayer-K-6_val_2.tar,46,0,0.6394999208735559,0.3605000791264441
Water-bilayer-K-6_val_2.tar,46,1,0.3498365622259427,0.6501634377740573
Water-bilayer-K-6_val_2.tar,46,2,0.9495492039132936,0.05045079608670644
Water-bilayer-K-6_val_2.tar,46,3,0.8025172310458495,0.1974827689541505
Water-bilayer-K-6_val_2.tar,46,4,0.8627691051933475,0.13723089480665251
Water-bilayer-K-6_val_2.tar,46,5,0.8359778245077422,0.16402217549225784
Water-bilayer-K-6_val_2.tar,46,6,0.8574776622235242,0.14252233777647583
Water-bilayer-K-6_val_2.tar,46,7,0.8863560732113144,0.11364392678868562
Water-bilayer-K-6_val_2.tar,46,8,0.6060209424083769,0.3939790575916231
Water-bilayer-K-6_val_2.tar,46,9,0.85384309040223,0.14615690959776995
Water-bilayer-K-6_val_2.tar,46,10,0.6880077998050048,0.3119922001949952
